episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,30,False,9,0.3,0.5555555555555555,1;3;0;2;3
1,30,False,10,0.3333333333333333,0.7999999999999998,2;1;2;2;3
2,30,False,10,0.3333333333333333,0.5999999999999999,4;1;3;1;1
3,30,False,8,0.26666666666666666,0.125,0;2;0;0;6
4,30,False,5,0.16666666666666666,0.29999999999999993,1;0;3;0;1
5,30,False,10,0.3333333333333333,0.4,3;5;1;0;1
6,30,False,12,0.4,0.5833333333333331,1;1;2;5;3
7,30,False,10,0.3333333333333333,0.4999999999999998,2;4;0;3;1
8,30,False,4,0.13333333333333333,0.375,1;2;0;0;1
9,30,False,12,0.4,0.625,4;4;1;2;1
10,30,False,9,0.3,0.4999999999999998,0;2;1;4;2
11,30,False,10,0.3333333333333333,0.4,1;0;3;1;5
12,30,False,9,0.3,0.4999999999999998,2;2;0;1;4
13,30,False,2,0.06666666666666667,0.2499999999999999,1;0;0;0;1
14,30,False,11,0.36666666666666664,0.5454545454545453,4;3;0;1;3
15,30,False,13,0.43333333333333335,0.6538461538461537,1;1;4;4;3
16,30,False,8,0.26666666666666666,0.6875,1;3;2;1;1
17,30,False,6,0.2,0.33333333333333326,1;0;0;2;3
18,30,False,7,0.23333333333333334,0.4999999999999998,1;2;0;1;3
19,30,False,0,0.0,1.0,0;0;0;0;0
