episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
1,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
2,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
3,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
4,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
5,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
6,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
7,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
8,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
9,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
10,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
11,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
12,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
13,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
14,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
15,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
16,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
17,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
18,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
19,30,False,22,0.7333333333333333,0.40909090909090917,6;0;10;0;6
