episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,20,True,12,0.6,0.625,4;3;2;3;0
1,30,False,19,0.6333333333333333,0.5526315789473684,8;0;4;4;3
2,23,True,15,0.6521739130434783,0.8666666666666667,4;3;3;3;2
3,8,True,4,0.5,0.375,2;1;0;1;0
4,18,True,11,0.6111111111111112,0.9090909090909091,2;2;3;2;2
5,30,False,16,0.5333333333333333,0.7187499999999999,3;5;3;4;1
6,30,False,15,0.5,0.7,6;2;2;3;2
7,1,True,0,0.0,1.0,0;0;0;0;0
8,30,False,20,0.6666666666666666,0.47499999999999987,5;0;8;1;6
9,30,False,16,0.5333333333333333,0.5624999999999999,7;1;2;4;2
10,30,False,16,0.5333333333333333,0.6562499999999998,5;5;3;2;1
11,30,False,18,0.6,0.5833333333333331,5;2;6;0;5
12,30,False,18,0.6,0.7777777777777777,5;3;5;2;3
13,21,True,13,0.6190476190476191,0.6538461538461537,5;3;2;2;1
14,1,True,0,0.0,1.0,0;0;0;0;0
15,27,True,16,0.5925925925925926,0.625,5;5;1;4;1
16,1,True,0,0.0,1.0,0;0;0;0;0
17,12,True,7,0.5833333333333334,0.7857142857142856,1;1;1;2;2
18,1,True,0,0.0,1.0,0;0;0;0;0
19,1,True,0,0.0,1.0,0;0;0;0;0
