episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,5,False,0,0.0,1.0,0;0;0;0;0
1,5,False,0,0.0,1.0,0;0;0;0;0
2,5,False,0,0.0,1.0,0;0;0;0;0
3,30,False,4,0.13333333333333333,0.375,2;0;1;0;1
4,30,False,5,0.16666666666666666,0.4,0;2;0;1;2
5,5,False,0,0.0,1.0,0;0;0;0;0
6,20,False,2,0.1,0.2499999999999999,0;1;0;0;1
7,5,False,0,0.0,1.0,0;0;0;0;0
8,5,False,0,0.0,1.0,0;0;0;0;0
9,5,False,0,0.0,1.0,0;0;0;0;0
10,30,False,3,0.1,0.16666666666666652,1;0;0;2;0
11,5,False,0,0.0,1.0,0;0;0;0;0
12,5,False,0,0.0,1.0,0;0;0;0;0
13,5,False,0,0.0,1.0,0;0;0;0;0
14,5,False,0,0.0,1.0,0;0;0;0;0
15,30,False,4,0.13333333333333333,0.75,1;1;1;0;1
16,5,False,0,0.0,1.0,0;0;0;0;0
17,5,False,0,0.0,1.0,0;0;0;0;0
18,30,False,4,0.13333333333333333,0.2499999999999999,0;2;0;0;2
19,30,False,5,0.16666666666666666,0.4,2;0;1;2;0
20,5,False,0,0.0,1.0,0;0;0;0;0
21,5,False,0,0.0,1.0,0;0;0;0;0
22,30,False,4,0.13333333333333333,0.375,1;1;0;2;0
23,30,False,4,0.13333333333333333,0.375,2;0;1;1;0
24,5,False,0,0.0,1.0,0;0;0;0;0
25,5,False,0,0.0,1.0,0;0;0;0;0
26,30,False,4,0.13333333333333333,0.75,0;1;1;1;1
27,30,False,4,0.13333333333333333,0.75,1;1;0;1;1
28,30,False,3,0.1,0.16666666666666652,2;0;0;0;1
29,30,False,4,0.13333333333333333,0.375,0;1;1;2;0
