episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,30,False,11,0.36666666666666664,0.4999999999999998,2;1;4;0;4
1,13,True,2,0.15384615384615385,0.0,0;0;0;2;0
2,30,False,12,0.4,0.6666666666666667,4;1;3;3;1
3,30,False,4,0.13333333333333333,0.375,1;0;0;2;1
4,30,False,7,0.23333333333333334,0.4999999999999998,3;0;1;2;1
5,30,False,7,0.23333333333333334,0.6428571428571428,2;0;2;1;2
6,30,False,11,0.36666666666666664,0.7727272727272727,2;2;3;3;1
7,30,False,13,0.43333333333333335,0.5769230769230768,5;4;2;1;1
8,30,False,10,0.3333333333333333,0.7999999999999998,2;3;2;1;2
9,30,False,8,0.26666666666666666,0.4999999999999998,1;3;0;3;1
10,30,False,6,0.2,0.5833333333333331,1;0;1;2;2
11,30,False,10,0.3333333333333333,0.7,3;1;2;1;3
12,30,False,8,0.26666666666666666,0.5624999999999999,0;2;3;1;2
13,30,False,10,0.3333333333333333,0.7,3;1;3;1;2
14,30,False,10,0.3333333333333333,0.4999999999999998,0;1;3;2;4
15,30,False,11,0.36666666666666664,0.45454545454545436,1;2;3;0;5
16,30,False,12,0.4,0.7916666666666665,3;2;3;1;3
17,30,False,10,0.3333333333333333,0.7999999999999998,2;2;3;2;1
18,30,False,10,0.3333333333333333,0.6499999999999999,1;4;1;2;2
19,30,False,9,0.3,0.5555555555555555,2;3;0;3;1
20,30,False,8,0.26666666666666666,0.2499999999999999,1;2;0;5;0
21,20,True,5,0.25,0.5999999999999999,0;1;2;1;1
22,30,False,5,0.16666666666666666,0.5999999999999999,2;0;1;1;1
23,10,True,4,0.4,0.2499999999999999,2;0;2;0;0
24,30,False,10,0.3333333333333333,0.5999999999999999,1;3;1;1;4
25,30,False,8,0.26666666666666666,0.4999999999999998,3;3;1;0;1
26,30,False,8,0.26666666666666666,0.4999999999999998,1;3;3;1;0
27,30,False,11,0.36666666666666664,0.7727272727272727,3;3;1;2;2
28,30,False,7,0.23333333333333334,0.4999999999999998,2;1;1;3;0
29,14,True,6,0.42857142857142855,0.8333333333333334,2;1;1;1;1
