episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,1,True,0,0.0,1.0,0;0;0;0;0
1,1,True,0,0.0,1.0,0;0;0;0;0
2,8,True,4,0.5,0.375,2;1;0;1;0
3,30,False,16,0.5333333333333333,0.7187499999999999,5;3;3;4;1
4,1,True,0,0.0,1.0,0;0;0;0;0
5,1,True,0,0.0,1.0,0;0;0;0;0
6,30,False,19,0.6333333333333333,0.7631578947368419,4;6;4;2;3
7,1,True,0,0.0,1.0,0;0;0;0;0
8,1,True,0,0.0,1.0,0;0;0;0;0
9,1,True,0,0.0,1.0,0;0;0;0;0
10,1,True,0,0.0,1.0,0;0;0;0;0
11,1,True,0,0.0,1.0,0;0;0;0;0
12,1,True,0,0.0,1.0,0;0;0;0;0
13,1,True,0,0.0,1.0,0;0;0;0;0
14,1,True,0,0.0,1.0,0;0;0;0;0
15,1,True,0,0.0,1.0,0;0;0;0;0
16,8,True,5,0.625,0.4,2;1;0;2;0
17,1,True,0,0.0,1.0,0;0;0;0;0
18,30,False,19,0.6333333333333333,0.6578947368421053,7;4;3;4;1
19,1,True,0,0.0,1.0,0;0;0;0;0
