episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,1,True,0,0.0,1.0,0;0;0;0;0
1,8,True,3,0.375,0.4999999999999998,1;1;1;0;0
2,30,False,21,0.7,0.7142857142857142,6;4;4;6;1
3,23,True,13,0.5652173913043478,0.4999999999999998,5;4;1;3;0
4,30,False,18,0.6,0.7777777777777777,5;5;3;3;2
5,1,True,0,0.0,1.0,0;0;0;0;0
6,1,True,0,0.0,1.0,0;0;0;0;0
7,1,True,0,0.0,1.0,0;0;0;0;0
8,17,True,10,0.5882352941176471,0.7999999999999998,3;2;2;2;1
9,1,True,0,0.0,1.0,0;0;0;0;0
10,1,True,0,0.0,1.0,0;0;0;0;0
11,1,True,0,0.0,1.0,0;0;0;0;0
12,1,True,0,0.0,1.0,0;0;0;0;0
13,1,True,0,0.0,1.0,0;0;0;0;0
14,18,True,10,0.5555555555555556,0.6499999999999999,4;2;1;2;1
15,30,False,18,0.6,0.6111111111111112,5;6;3;4;0
16,30,False,16,0.5333333333333333,0.84375,4;4;3;3;2
17,12,True,8,0.6666666666666666,0.5624999999999999,3;1;2;2;0
18,1,True,0,0.0,1.0,0;0;0;0;0
19,30,False,18,0.6,0.6111111111111112,6;5;3;4;0
20,1,True,0,0.0,1.0,0;0;0;0;0
21,30,False,15,0.5,0.5999999999999999,6;4;2;2;1
22,30,True,18,0.6,0.6666666666666667,6;4;4;4;0
23,1,True,0,0.0,1.0,0;0;0;0;0
24,1,True,0,0.0,1.0,0;0;0;0;0
25,1,True,0,0.0,1.0,0;0;0;0;0
26,30,False,18,0.6,0.8055555555555554,4;4;3;5;2
27,1,True,0,0.0,1.0,0;0;0;0;0
28,19,True,12,0.631578947368421,0.625,3;3;2;4;0
29,1,True,0,0.0,1.0,0;0;0;0;0
