episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,8,True,2,0.25,0.2499999999999999,1;0;1;0;0
1,28,True,15,0.5357142857142857,0.6666666666666667,5;2;3;4;1
2,30,False,18,0.6,0.6666666666666667,3;5;1;6;3
3,6,True,2,0.3333333333333333,0.2499999999999999,1;0;0;1;0
4,30,False,18,0.6,0.6666666666666667,6;2;2;6;2
5,17,True,8,0.47058823529411764,0.4375,4;0;2;1;1
6,13,True,4,0.3076923076923077,0.75,1;1;0;1;1
7,6,True,2,0.3333333333333333,0.2499999999999999,1;0;0;0;1
8,12,True,6,0.5,0.33333333333333326,2;1;0;3;0
9,30,False,17,0.5666666666666667,0.5882352941176472,5;1;6;1;4
10,4,True,2,0.5,0.2499999999999999,1;0;1;0;0
11,30,False,17,0.5666666666666667,0.47058823529411753,7;2;2;6;0
12,6,True,2,0.3333333333333333,0.2499999999999999,0;0;1;0;1
13,30,False,17,0.5666666666666667,0.5882352941176472,7;2;4;3;1
14,30,True,15,0.5,0.7333333333333333,4;2;2;5;2
15,30,False,18,0.6,0.8055555555555554,5;4;4;3;2
16,6,True,2,0.3333333333333333,0.2499999999999999,0;1;0;0;1
17,30,False,18,0.6,0.6388888888888888,1;6;2;5;4
18,30,True,16,0.5333333333333333,0.6875,5;1;4;4;2
19,5,True,0,0.0,1.0,0;0;0;0;0
