episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,30,False,16,0.5333333333333333,0.53125,3;2;6;0;5
1,30,False,17,0.5666666666666667,0.8529411764705882,4;3;4;2;4
2,1,True,0,0.0,1.0,0;0;0;0;0
3,30,False,16,0.5333333333333333,0.375,8;0;2;5;1
4,30,False,14,0.4666666666666667,0.3928571428571428,7;1;2;4;0
5,30,False,15,0.5,0.5999999999999999,4;6;2;2;1
6,30,False,13,0.43333333333333335,0.3846153846153846,7;2;0;3;1
7,30,False,14,0.4666666666666667,0.5357142857142857,3;6;0;3;2
8,30,False,16,0.5333333333333333,0.75,5;2;3;2;4
9,14,True,6,0.42857142857142855,0.33333333333333326,3;0;2;1;0
10,25,True,11,0.44,0.7272727272727272,3;1;3;3;1
11,30,False,16,0.5333333333333333,0.2499999999999999,9;0;1;6;0
12,30,False,15,0.5,0.6666666666666667,5;4;2;3;1
13,30,False,16,0.5333333333333333,0.59375,4;3;0;6;3
14,1,True,0,0.0,1.0,0;0;0;0;0
15,30,False,13,0.43333333333333335,0.46153846153846145,5;1;5;0;2
16,30,False,16,0.5333333333333333,0.4062499999999999,6;1;2;7;0
17,30,False,13,0.43333333333333335,0.4230769230769229,6;0;2;4;1
18,30,False,15,0.5,0.6333333333333332,5;2;2;5;1
19,18,True,10,0.5555555555555556,0.5999999999999999,4;1;1;3;1
