episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,1,True,0,0.0,1.0,0;0;0;0;0
1,1,True,0,0.0,1.0,0;0;0;0;0
2,30,False,16,0.5333333333333333,0.5624999999999999,6;4;4;2;0
3,21,True,12,0.5714285714285714,0.7916666666666665,3;3;2;3;1
4,1,True,0,0.0,1.0,0;0;0;0;0
5,1,True,0,0.0,1.0,0;0;0;0;0
6,1,True,0,0.0,1.0,0;0;0;0;0
7,1,True,0,0.0,1.0,0;0;0;0;0
8,11,True,6,0.5454545454545454,0.33333333333333326,2;0;3;1;0
9,1,True,0,0.0,1.0,0;0;0;0;0
10,1,True,0,0.0,1.0,0;0;0;0;0
11,21,True,10,0.47619047619047616,0.6499999999999999,3;2;3;2;0
12,1,True,0,0.0,1.0,0;0;0;0;0
13,14,True,6,0.42857142857142855,0.33333333333333326,2;3;1;0;0
14,10,True,5,0.5,0.19999999999999984,2;0;0;3;0
15,22,True,12,0.5454545454545454,0.5416666666666666,5;2;2;3;0
16,1,True,0,0.0,1.0,0;0;0;0;0
17,11,True,6,0.5454545454545454,0.33333333333333326,3;0;1;2;0
18,23,True,13,0.5652173913043478,0.6153846153846154,4;4;2;3;0
19,30,False,22,0.7333333333333333,0.75,7;4;4;5;2
