episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,30,False,20,0.6666666666666666,0.675,4;5;6;5;0
1,30,False,18,0.6,0.6111111111111112,7;4;4;2;1
2,30,False,18,0.6,0.7222222222222221,5;3;4;5;1
3,30,False,16,0.5333333333333333,0.6562499999999998,5;4;4;3;0
4,26,True,14,0.5384615384615384,0.6428571428571428,5;3;3;3;0
5,19,True,10,0.5263157894736842,0.7999999999999998,3;2;2;2;1
6,6,True,3,0.5,0.4999999999999998,1;1;1;0;0
7,25,True,15,0.6,0.7999999999999998,4;4;3;2;2
8,30,False,18,0.6,0.6944444444444444,5;5;5;2;1
9,30,False,20,0.6666666666666666,0.7250000000000001,5;6;4;4;1
10,24,True,16,0.6666666666666666,0.7187499999999999,4;3;5;3;1
11,10,True,5,0.5,0.5999999999999999,2;1;0;1;1
12,10,True,6,0.6,0.8333333333333334,2;1;1;1;1
13,15,True,7,0.4666666666666667,0.4999999999999998,3;2;1;1;0
14,30,False,19,0.6333333333333333,0.8421052631578948,5;4;4;4;2
15,19,True,12,0.631578947368421,0.7916666666666665,3;3;3;2;1
16,12,True,7,0.5833333333333334,0.4999999999999998,3;1;2;1;0
17,21,True,12,0.5714285714285714,0.8749999999999999,3;2;3;2;2
18,1,True,0,0.0,1.0,0;0;0;0;0
19,30,False,18,0.6,0.861111111111111,5;4;3;3;3
