episode_id,total_timesteps,deadlock,total_meals,throughput,fairness,meals_per_philosopher
0,1,True,0,0.0,1.0,0;0;0;0;0
1,1,True,0,0.0,1.0,0;0;0;0;0
2,1,True,0,0.0,1.0,0;0;0;0;0
3,1,True,0,0.0,1.0,0;0;0;0;0
4,23,True,15,0.6521739130434783,0.8666666666666667,4;3;3;3;2
5,1,True,0,0.0,1.0,0;0;0;0;0
6,13,True,6,0.46153846153846156,0.5833333333333331,2;2;1;1;0
7,1,True,0,0.0,1.0,0;0;0;0;0
8,1,True,0,0.0,1.0,0;0;0;0;0
9,1,True,0,0.0,1.0,0;0;0;0;0
10,1,True,0,0.0,1.0,0;0;0;0;0
11,1,True,0,0.0,1.0,0;0;0;0;0
12,1,True,0,0.0,1.0,0;0;0;0;0
13,1,True,0,0.0,1.0,0;0;0;0;0
14,1,True,0,0.0,1.0,0;0;0;0;0
15,1,True,0,0.0,1.0,0;0;0;0;0
16,1,True,0,0.0,1.0,0;0;0;0;0
17,1,True,0,0.0,1.0,0;0;0;0;0
18,1,True,0,0.0,1.0,0;0;0;0;0
19,1,True,0,0.0,1.0,0;0;0;0;0
20,15,True,7,0.4666666666666667,0.6428571428571428,2;2;1;2;0
21,1,True,0,0.0,1.0,0;0;0;0;0
22,1,True,0,0.0,1.0,0;0;0;0;0
23,1,True,0,0.0,1.0,0;0;0;0;0
24,1,True,0,0.0,1.0,0;0;0;0;0
25,1,True,0,0.0,1.0,0;0;0;0;0
26,30,False,18,0.6,0.6944444444444444,4;5;4;5;0
27,1,True,0,0.0,1.0,0;0;0;0;0
28,30,False,17,0.5666666666666667,0.5294117647058824,6;5;0;5;1
29,1,True,0,0.0,1.0,0;0;0;0;0
